""	"AQ993"	"AQ1204"	"AQ1047"	"AQ1176"
"113013"	2	1	0	3
"563240"	4	1	0	5
"820978"	0	0	16	0
"1086889"	0	2	0	0
"919487"	0	1	0	0
"180752"	0	2	0	0
"580743"	9	0	0	2
"609982"	0	0	0	4
"740871"	9	4	0	0
"364926"	0	0	12	0
"689950"	1	0	0	0
"805151"	1	1	1	0
"164190"	2	0	0	2
"939892"	1	0	0	1
"589792"	47	238	0	37
"592628"	0	1	0	0
"369064"	0	1	0	0
"865469"	0	2	0	1
"1107027"	9	0	2	16
"182418"	0	0	0	1
"4428164"	3	6	0	0
"759916"	1	0	0	0
"1111294"	26	10	21	368
"580625"	2	0	0	4
"334459"	2	0	1	19
"248648"	0	0	0	1
"363305"	0	0	0	1
"154960"	0	0	0	4
"510422"	0	1	0	0
"1101451"	1	0	0	2
"248395"	7	7	0	25
"989870"	2	0	0	0
"262095"	0	0	99	0
"583656"	0	0	2	0
"367535"	0	0	5	0
"942852"	1	3	0	0
"540737"	0	0	0	2
"988314"	2	0	0	12
"4395263"	0	0	0	1
"813945"	1	1	0	4
"589754"	0	0	1	2
"1013670"	2	3	0	11
"279193"	0	0	0	1
"1108289"	0	3	0	1
"37948"	0	1	0	0
"529216"	0	1	0	0
"818181"	2	2	0	0
"1106617"	262	299	0	517
"968954"	0	1	0	2
"559527"	0	0	0	6
"1654477"	454	0	1221	0
"830290"	7	20	0	6
"820086"	0	0	0	1
"310003"	0	1	0	0
"540982"	9	0	653	0
"238940"	0	7	0	0
"697479"	1	3	0	3
"813418"	6	4	0	12
"544847"	111	93	0	209
"544841"	11	11	0	25
"271297"	0	1	0	2
"1108308"	1	1	0	0
"894928"	3	0	0	0
"337083"	63	529	91	43
"559046"	1	0	0	0
"805854"	0	0	5	1
"547396"	270	1	0	4
"940737"	0	0	0	1
"308081"	0	1	8	1
"674655"	20	26	0	23
"209511"	0	1	1	39
"974121"	0	0	0	3
"1866742"	0	0	0	6
"1139618"	1	1	0	0
"1084865"	3	0	0	4
"265873"	1	1	0	2
"1082059"	4	13	0	37
"1097359"	0	0	0	1
"541299"	16	4	0	30
"559613"	1	10	0	1
"97361"	1	0	0	0
"1111944"	10	6	0	9
"541086"	0	0	0	1
"558885"	1	0	0	0
"836539"	3	1	0	1
"829814"	1	8	0	4
"830688"	0	6	0	3
"1049387"	6	3	0	3
"711803"	1	4	0	3
"1082539"	0	0	0	1
"593209"	4	4	0	0
"1062748"	6	4	0	17
"308309"	0	3	1	2
"4385756"	0	3	13	0
"132837"	0	0	0	27
"845561"	1	1	0	2
"987760"	22	63	0	152
"585648"	1	1	0	0
"588165"	0	0	0	1
"590218"	530	0	1	0
"579608"	0	2	0	0
"646549"	0	3	0	0
"351979"	174	0	173	0
"351976"	0	33	0	0
"540269"	0	0	0	1
"777272"	0	2	0	0
"721526"	1	0	0	0
"580411"	0	2	0	15
"9510"	1	292	1	238
"156357"	1	21	0	4
"768553"	0	0	1	0
"529652"	0	0	50	0
"992510"	80	64	0	109
"807369"	0	0	1	0
"1020605"	0	0	0	15
"176420"	0	1	0	9
