""	"AQ163"	"AQ110"	"AQ109"	"AQ476"
"505587"	0	6	0	0
"563240"	1	0	1	0
"820978"	183	0	1	0
"300811"	0	6	0	0
"580743"	0	3	0	0
"609982"	2	52	4	0
"1084157"	0	2	0	0
"364926"	7	0	0	15
"810959"	0	1	0	0
"805151"	0	68	492	21
"822354"	0	1	12	0
"439036"	0	2	0	0
"322927"	0	1	0	0
"1111496"	0	51	0	0
"589792"	0	3	0	1
"420127"	0	3	0	0
"592628"	0	10	0	0
"873887"	0	1	0	0
"369064"	0	1	0	0
"865469"	1	6	0	8
"1107027"	0	8	4	0
"585419"	0	3	0	0
"182418"	0	2	0	0
"1091685"	0	1	0	0
"932696"	1	0	0	0
"550936"	0	8	0	0
"1084417"	0	3	0	0
"1060029"	0	4	0	0
"929901"	0	2	0	0
"790545"	0	3	0	0
"1111294"	178	7	9	1
"876170"	0	1	0	0
"1108208"	0	3	0	0
"788268"	0	1	0	0
"359984"	0	2	0	1
"580625"	0	9	0	0
"334459"	3	1	0	1
"248648"	0	0	3	0
"552922"	0	0	1	0
"363305"	0	1	0	0
"510422"	0	4	0	0
"809486"	0	1	4	0
"1101451"	0	6	2	0
"551969"	0	0	0	5
"1017181"	0	6	0	0
"989870"	1	0	0	0
"503174"	0	1	0	0
"262095"	78	3	0	11
"583656"	24	0	0	0
"367535"	17	0	0	29
"537290"	0	0	64	2
"984831"	0	24	0	0
"1080820"	0	2	0	0
"942852"	0	2	0	0
"588659"	0	6	0	0
"540737"	0	6	0	0
"1081815"	0	0	0	1
"1088305"	0	3	0	0
"988314"	0	42	8	4
"813945"	0	4	0	1
"4307652"	0	1	0	0
"183182"	0	0	1	0
"555715"	0	1	0	0
"587912"	0	2	0	0
"589754"	1	5	1	0
"1013670"	0	0	1	0
"812496"	0	54	1	0
"279193"	0	0	1	0
"1108289"	0	15	0	1
"574655"	0	17	0	0
"581982"	0	1	0	0
"995960"	0	2	1	0
"1084906"	0	1	0	0
"860929"	0	0	1	0
"818181"	0	1	4	1
"716006"	0	6	1	0
"361600"	0	1	0	0
"1106617"	1	48	35	8
"894774"	0	1	0	0
"269907"	0	1	0	0
"787709"	0	2	0	0
"968954"	0	4	0	0
"191237"	0	7	0	0
"1654477"	1263	13	608	830
"589547"	1	0	1	0
"1108638"	0	2	0	0
"239951"	0	1	0	0
"830290"	0	1	2	0
"450209"	0	1	0	0
"310003"	0	1	0	0
"540982"	189	0	27	143
"544847"	0	5	6	0
"1011712"	0	14	0	0
"337083"	534	32	22	905
"805854"	6	3	249	5
"528421"	7	4	0	0
"547396"	0	1	0	0
"308081"	0	0	0	3
"674655"	0	0	1	0
"209511"	0	5	0	1
"974121"	0	5	0	0
"1866742"	5	2	0	0
"388951"	0	0	1	0
"566062"	0	5	0	0
"297672"	0	1	921	25
"1084865"	1	121	1	1
"829851"	0	1	0	0
"804735"	0	1	0	0
"1009894"	0	1	0	0
"1082059"	0	1	3	0
"1097359"	0	22	2	0
"541299"	0	0	1	0
"276149"	0	0	2	0
"97361"	0	3	0	0
"914108"	0	1	0	0
"541086"	0	1	1	0
"558885"	0	2	2	0
"829814"	0	0	1	0
"711803"	0	1	0	0
"1082539"	0	6	0	0
"1069816"	0	1	0	0
"1062748"	0	2	0	0
"308309"	10	1	1	9
"4385756"	10	1	0	4
"1108960"	0	6	0	0
"574102"	0	2	0	0
"833317"	0	2	0	0
"132837"	1	13	1	0
"1107011"	0	47	5	0
"987760"	3	70	83	5
"1044436"	0	7	0	0
"760967"	0	2	0	0
"906820"	0	1	0	0
"785526"	0	1	0	0
"687940"	0	2	0	0
"590218"	0	2	7	0
"579608"	0	9	0	0
"646549"	0	21	2	0
"902334"	0	22	1	0
"351979"	259	6	35	129
"540269"	0	1	0	0
"403068"	0	2	0	0
"941487"	0	3	0	0
"503387"	0	2	0	0
"1040713"	0	1	0	0
"777272"	0	1	0	0
"839235"	0	1	0	0
"580411"	0	4	0	0
"9510"	403	24	3	916
"156357"	0	0	13	19
"768553"	5	0	1	0
"529652"	19	1	0	56
"992510"	0	1	4	1
"128390"	0	7	0	0
"933546"	0	8	0	0
"807369"	1	17	143	6
"176420"	0	0	1	0
"979107"	0	4	0	0
"1075821"	2	1	0	0
"889025"	0	3	0	0
"703741"	0	3	0	0
"582379"	66	1	1	4
"543151"	0	2	0	1
"827497"	0	1	0	0
"160015"	14	0	0	20
"291844"	8	1	0	18
"538237"	0	1	0	0
"573035"	2	93	86	12
"349901"	0	1	0	0
"288283"	0	2	0	0
"996116"	0	1	0	0
"900973"	0	6	0	0
"548576"	1	5	18	2
"1106324"	0	2	2	0
"553623"	0	2	1	0
"591748"	0	6	0	0
"828483"	215	78	27	926
"539735"	0	1	0	0
