""	"AQ552"	"AQ629"	"AQ294"	"AQ657"
"113013"	0	0	1	0
"505587"	0	0	2	0
"165827"	0	0	5	0
"820978"	0	0	0	76
"1086889"	0	0	1	0
"300811"	0	0	4	0
"180752"	0	0	5	0
"580743"	1	0	0	3
"609982"	9	0	0	0
"740871"	0	0	1	2
"1084157"	2	0	6	0
"364926"	2	0	21	12
"689950"	1	0	1	0
"810959"	0	0	1	0
"805151"	7	0	1	9
"822354"	4	0	0	0
"322927"	0	0	2	0
"589792"	4	0	1	1
"588210"	1	0	0	0
"420127"	0	0	3	0
"592628"	163	1	0	0
"865469"	0	0	14	0
"1107027"	11	9	5	6
"585419"	0	0	1	0
"182418"	0	0	2	0
"554339"	11	0	0	0
"932696"	0	0	1	0
"550936"	4	0	0	0
"1084417"	0	0	3	0
"1060029"	0	0	9	0
"542066"	0	1	1	0
"759916"	1	0	4	1
"592832"	13	0	0	0
"561885"	0	0	2	0
"790545"	0	0	2	0
"1111294"	6	13	7	16
"876170"	0	0	1	0
"589691"	14	0	0	0
"788268"	0	0	1	0
"586458"	0	0	2	0
"217386"	0	0	0	1
"359984"	0	12	0	0
"334459"	1	0	2	0
"552922"	0	0	1	1
"363305"	1	0	1	0
"435928"	0	0	8	0
"154960"	4	0	0	2
"918840"	0	0	1	0
"510422"	0	0	3	0
"1101451"	0	0	9	0
"551969"	1	0	30	0
"1017181"	0	0	5	0
"591699"	0	0	4	0
"989870"	0	0	0	16
"503174"	0	0	3	0
"262095"	0	0	29	25
"583656"	4	1	0	1
"367535"	0	50	77	2
"984831"	2	0	11	0
"588659"	3	0	0	0
"1081815"	0	0	2	0
"1088305"	0	0	4	0
"988314"	7	0	49	14
"813945"	1	0	3	2
"510174"	0	0	3	0
"589754"	62	0	0	0
"898309"	0	0	1	0
"1068470"	0	0	1	0
"1108289"	4	1	5	17
"574655"	0	0	3	0
"581982"	4	0	0	0
"995960"	0	0	1	0
"860929"	0	0	1	0
"465989"	0	0	1	0
"37948"	0	0	0	1
"818181"	9	0	0	5
"361600"	1	0	0	0
"1106617"	40	1	2	21
"894774"	0	0	1	0
"269907"	0	0	4	0
"787709"	0	0	3	0
"968954"	1	0	6	1
"593376"	0	0	2	0
"559527"	0	0	0	1
"1654477"	356	340	536	216
"4404401"	0	0	1	0
"1108638"	0	0	1	0
"830290"	2	0	7	33
"806566"	0	0	0	1
"1039872"	2	0	2	0
"450209"	0	0	1	2
"540982"	3	34	193	29
"1047075"	0	0	0	3
"813418"	1	0	1	0
"544847"	3	0	0	4
"1108308"	0	0	1	0
"1011712"	1	0	8	0
"894928"	0	0	0	3
"337083"	97	15	224	115
"539213"	8	1	0	0
"541875"	7	0	0	0
"805854"	2	10	0	15
"528421"	0	0	1	15
"133075"	0	0	3	1
"547396"	6	1	0	1
"903158"	0	0	1	0
"308081"	3	9	4	2
"674655"	1	0	0	0
"209511"	6	0	8	45
"974121"	1	0	1	0
"1866742"	5	2	0	1
"1139618"	0	0	1	0
"566062"	25	1	0	0
"297672"	0	34	0	1
"1084865"	10	0	77	3
"849156"	0	0	2	0
"829851"	4	0	4	0
"963779"	2	0	1	1
"804735"	0	0	1	0
"1009894"	0	0	1	0
"1009362"	0	0	1	0
"1082059"	4	0	1	35
"1097359"	3	0	11	0
"360432"	0	0	1	0
"541299"	0	0	0	1
"276149"	0	0	14	0
"780788"	0	0	3	0
"719367"	0	0	2	0
"541506"	8	0	0	0
"829814"	1	0	0	4
"830688"	0	0	1	2
"1082539"	0	0	4	1
"1062748"	0	0	1	0
"308309"	0	0	2	0
"4385756"	0	6	3	5
"1108960"	4	0	9	4
"833317"	55	0	0	1
"132837"	152	4	0	0
"1107011"	1	0	0	0
"987760"	9	2	10	49
"1044436"	1	0	2	0
"760967"	0	0	1	0
"836783"	0	0	3	0
"906820"	0	0	2	0
"1007180"	0	0	1	0
"785526"	0	0	6	0
"687940"	0	0	3	0
"590218"	20	0	0	25
"579608"	0	0	22	0
"646549"	0	0	2	1
"902334"	0	1	0	0
"351979"	36	118	234	18
"351976"	0	0	2	0
"836573"	0	0	0	5
"941487"	61	0	1	1
"688714"	0	0	1	0
"503387"	0	0	2	0
"206826"	0	0	2	0
"777272"	0	0	3	0
"839235"	0	0	4	0
"580411"	0	0	0	1
"9510"	0	9	50	15
"156357"	0	1	0	0
"768553"	2	3	0	20
"814277"	0	0	3	0
"529652"	0	3	46	1
"992510"	1	0	7	0
"128390"	0	0	4	0
"933546"	0	0	6	0
"807369"	0	0	0	4
"1020605"	3	0	0	0
"822419"	0	0	1	0
"1075821"	0	0	2	0
"889025"	6	0	5	2
"582379"	0	54	7	0
"823476"	0	0	1	5
"543151"	0	0	3	10
"1108275"	3	0	0	1
"1834768"	1	0	2	2
"291844"	0	0	4	3
"1105574"	0	0	2	0
"573035"	98	5	0	89
"349901"	0	0	3	0
"568556"	3	0	0	0
"656307"	0	0	1	0
"590586"	2	0	1	1
"4440085"	0	0	0	2
"288283"	1	0	0	0
"996116"	0	0	1	0
"548576"	14	1	7	34
"1106324"	1	0	1	0
"4342113"	0	0	2	4
"588455"	4	0	0	0
"591748"	37	2	0	1
"712677"	61	77	0	11
"828483"	69	92	538	403
"539735"	0	0	1	0
"535375"	0	0	116	0
"667570"	0	1	8	0
"571320"	4	0	0	0
"1084952"	0	0	5	0
"4422519"	1	0	4	0
"1078248"	26	0	0	1
"1074625"	0	0	1	0
"544680"	69	39	0	0
"1011088"	0	0	1	0
"925494"	0	0	1	0
"807522"	0	0	2	0
"1111582"	0	1	5	0
"572889"	131	1435	538	137
"446403"	2	0	0	0
"34791"	0	0	0	2
"589376"	0	0	3	0
"1108726"	6	0	1	3
"990864"	0	1	4	0
"359750"	2	2	8	4
"909420"	0	0	0	1
"530833"	0	0	4	0
"544313"	4	0	0	0
"1047041"	0	0	11	0
"570385"	0	1	2	0
"1078207"	0	0	1	0
"593997"	34	1	0	0
"4318989"	0	0	1	0
"1033018"	0	0	2	0
"835594"	0	0	1	0
"570444"	1	0	0	0
"922761"	0	0	13	1
"4028105"	0	0	2	0
"777466"	0	0	0	2
"1099914"	0	0	4	2
"1048194"	0	0	2	0
"534507"	0	0	2	0
"233981"	1	12	0	1
"587444"	0	0	4	2
"998905"	0	0	1	0
"563572"	0	255	1	0
"581231"	0	0	0	3
"1011954"	0	0	3	0
"1565317"	0	0	2	0
"1074210"	0	0	8	0
"519864"	0	50	11	1
"582018"	10	0	0	0
"589040"	2	0	0	0
"27938"	2	0	0	1
"589597"	0	0	2	0
"883748"	0	0	1	0
"1068572"	5	0	2	0
"593489"	28	0	0	0
"1003206"	3	0	4	0
"648540"	0	0	0	1
"4360168"	0	0	0	1
"562010"	14	0	0	0
"1101488"	0	0	1	2
"1083194"	2	0	51	0
"255161"	0	0	1	0
"176591"	0	0	0	1
"533373"	0	1	0	4
"2855257"	0	0	3	0
"938948"	0	0	7	1
"879040"	0	0	5	0
"1051517"	4	0	2	0
"1083508"	0	0	16	0
"1059729"	0	0	3	0
"564704"	0	0	1	0
"1104529"	1	0	1	12
"41476"	0	0	2	5
"536986"	9	27	1	68
"792393"	0	1	0	108
"833645"	74	0	0	3
"509913"	0	0	1	2
"1096738"	0	0	1	0
"1145070"	2	0	0	0
"1002005"	5	0	9	3
"578911"	0	0	2	0
"706432"	219	0	11	20
"966091"	0	0	2	0
"969805"	0	0	1	0
"441265"	2	0	7	2
"New.0.ReferenceOTU246"	97	0	0	4
"New.0.ReferenceOTU587"	0	0	0	19
"New.0.ReferenceOTU584"	18	2	0	0
"New.0.ReferenceOTU23"	0	0	1	1
"New.0.ReferenceOTU471"	2	0	0	0
"New.0.ReferenceOTU827"	1	1	0	0
"New.0.ReferenceOTU174"	5	0	0	0
"New.0.ReferenceOTU570"	19	0	0	0
"New.0.ReferenceOTU782"	2	1	0	0
"New.0.ReferenceOTU392"	5	7	0	0
"New.0.ReferenceOTU347"	0	0	0	28
"New.0.ReferenceOTU349"	6	0	0	0
"New.0.ReferenceOTU179"	0	0	9	0
"New.0.ReferenceOTU138"	115	54	0	2
"New.0.ReferenceOTU618"	0	0	2	0
"New.0.ReferenceOTU18"	0	0	0	1
"New.0.ReferenceOTU769"	0	0	0	1
"New.0.ReferenceOTU265"	0	0	0	1
"New.0.ReferenceOTU547"	1	0	0	0
"New.0.ReferenceOTU727"	8	4	0	0
"New.0.ReferenceOTU791"	340	173	1	2
"New.0.ReferenceOTU445"	2	0	0	4
"New.0.ReferenceOTU107"	10	0	0	0
"New.0.ReferenceOTU453"	22	8	0	0
"New.0.ReferenceOTU428"	3	0	8	8
"New.0.ReferenceOTU427"	4	0	0	0
"New.0.ReferenceOTU216"	1	0	0	14
"New.0.ReferenceOTU511"	0	0	0	1
"New.0.ReferenceOTU695"	0	0	1	1
"New.0.ReferenceOTU803"	0	0	0	1
"New.0.ReferenceOTU678"	0	3	0	0
"New.0.ReferenceOTU153"	9	0	0	0
"New.0.ReferenceOTU252"	2	0	0	0
"New.0.ReferenceOTU254"	4	0	0	0
"New.0.ReferenceOTU41"	25	20	0	0
"New.0.ReferenceOTU43"	196	58	1	0
"New.0.ReferenceOTU325"	4	3	0	0
"New.0.ReferenceOTU324"	1	0	0	0
"New.0.ReferenceOTU739"	136	0	0	1
"New.0.ReferenceOTU34"	5	0	0	0
"New.0.ReferenceOTU103"	19	15	0	0
"New.0.ReferenceOTU745"	0	11	34	5
"New.0.ReferenceOTU169"	1	105	0	0
"New.0.ReferenceOTU168"	32	0	0	0
"New.0.ReferenceOTU165"	1	1	0	0
"New.0.ReferenceOTU167"	7	0	0	0
"New.0.ReferenceOTU161"	18	0	0	25
"New.0.ReferenceOTU680"	0	2	0	4
"New.0.ReferenceOTU71"	1	0	0	0
"New.0.ReferenceOTU75"	0	0	0	1
"New.0.ReferenceOTU77"	1	1	0	0
"New.0.ReferenceOTU357"	5	1	1	0
"New.0.CleanUp.ReferenceOTU1621"	1	7	24	1
"New.0.CleanUp.ReferenceOTU5129"	33	0	0	0
"New.0.CleanUp.ReferenceOTU9034"	0	1	0	0
"New.0.CleanUp.ReferenceOTU9575"	3	0	0	1
"New.0.CleanUp.ReferenceOTU10145"	0	0	0	1
"New.0.CleanUp.ReferenceOTU14180"	19	0	0	0
"New.0.CleanUp.ReferenceOTU15172"	0	0	1	0
"New.0.CleanUp.ReferenceOTU15269"	5	11	5	8
"New.0.CleanUp.ReferenceOTU16366"	166	2	0	0
"New.0.CleanUp.ReferenceOTU17616"	4	0	0	0
"New.0.CleanUp.ReferenceOTU19193"	172	617	7	1153
"New.0.CleanUp.ReferenceOTU20069"	3	0	0	0
"New.0.CleanUp.ReferenceOTU20164"	138	2	0	0
"New.0.CleanUp.ReferenceOTU21074"	0	0	0	1
"New.0.CleanUp.ReferenceOTU21853"	5	0	0	0
"New.0.CleanUp.ReferenceOTU22635"	0	31	50	1
"New.0.CleanUp.ReferenceOTU24853"	0	0	1	0
"New.0.CleanUp.ReferenceOTU32288"	1	0	1	0
"New.0.CleanUp.ReferenceOTU32484"	3	0	0	0
"New.0.CleanUp.ReferenceOTU34183"	0	0	0	1
"New.0.CleanUp.ReferenceOTU38474"	4	0	0	343
"New.0.CleanUp.ReferenceOTU41194"	2	0	0	4
"New.0.CleanUp.ReferenceOTU42791"	0	0	0	1
"New.0.CleanUp.ReferenceOTU43340"	2	26	15	6
"New.0.CleanUp.ReferenceOTU50341"	2	30	60	0
"New.0.CleanUp.ReferenceOTU53881"	2	0	0	0
"New.0.CleanUp.ReferenceOTU56051"	5	0	0	0
"New.0.CleanUp.ReferenceOTU83917"	1	0	0	1
"New.0.CleanUp.ReferenceOTU100929"	36	0	1	1
"New.0.CleanUp.ReferenceOTU102012"	2	0	0	0
"New.0.CleanUp.ReferenceOTU102343"	0	0	0	1
"New.0.CleanUp.ReferenceOTU104032"	1	0	0	0
"New.0.CleanUp.ReferenceOTU104626"	2	41	57	5
"New.0.CleanUp.ReferenceOTU106318"	2	0	0	0
"New.0.CleanUp.ReferenceOTU107099"	0	0	1	0
"New.0.CleanUp.ReferenceOTU108577"	0	0	10	7
"New.0.CleanUp.ReferenceOTU109358"	0	0	0	1
"New.0.CleanUp.ReferenceOTU109702"	1	1	0	0
"New.0.CleanUp.ReferenceOTU109902"	0	0	0	3
"New.0.CleanUp.ReferenceOTU111110"	5	12	0	0
"New.0.CleanUp.ReferenceOTU111477"	3	30	51	6
"New.0.CleanUp.ReferenceOTU116380"	0	0	12	1
"New.0.CleanUp.ReferenceOTU119987"	0	0	1	0
"New.0.CleanUp.ReferenceOTU121922"	17	0	0	0
"New.0.CleanUp.ReferenceOTU125389"	11	17	0	22
"New.0.CleanUp.ReferenceOTU125682"	1	0	0	0
"New.0.CleanUp.ReferenceOTU126975"	0	0	0	1
"New.0.CleanUp.ReferenceOTU131470"	0	0	2	0
"New.0.CleanUp.ReferenceOTU132519"	1	0	0	0
"New.0.CleanUp.ReferenceOTU135290"	0	0	0	1
"New.0.CleanUp.ReferenceOTU136263"	19	0	0	0
"New.0.CleanUp.ReferenceOTU138349"	4	11	40	2
"New.0.CleanUp.ReferenceOTU139618"	4	2	0	0
"New.0.CleanUp.ReferenceOTU143240"	4	0	0	0
"New.0.CleanUp.ReferenceOTU143701"	0	0	0	2
"New.1.ReferenceOTU260"	9	6	0	12
"New.1.ReferenceOTU264"	7	1	0	0
"New.1.ReferenceOTU279"	0	0	0	1
"New.1.ReferenceOTU183"	59	243	0	554
"New.1.ReferenceOTU85"	5	4	0	0
"New.1.ReferenceOTU214"	5	0	0	0
"New.1.ReferenceOTU136"	1	0	0	1
"New.3.ReferenceOTU478"	0	0	8	0
"New.3.ReferenceOTU105"	0	0	5	0
"New.3.ReferenceOTU59"	0	0	2	0
"997439"	0	0	1	0
