""	"AQ423"	"AQ500"	"AQ138"	"AQ863"
"505587"	0	0	1	0
"563240"	1	4	13	3
"820978"	5	0	0	0
"1107833"	0	0	0	2
"300811"	0	0	1	0
"580743"	0	2	1	0
"609982"	0	2	0	0
"807443"	0	2	0	0
"740871"	0	0	0	1
"364926"	1	0	0	0
"805151"	0	0	0	5
"164190"	0	0	0	2
"612706"	0	0	3	0
"939892"	0	0	2	0
"589792"	1	9	2	11
"865469"	0	0	4	0
"1107027"	52	5	797	0
"539305"	0	1	0	0
"4428164"	0	0	0	1
"550936"	0	0	0	1
"1060029"	0	1	0	0
"1111294"	47	25	8	9
"589691"	1	0	0	0
"580625"	1	1	14	1
"334459"	3	2	1	2
"1101451"	1	0	9	1
"1017181"	0	5	0	0
"248395"	1	2	30	16
"503174"	0	0	0	1
"262095"	88	0	1	0
"583656"	5	0	0	0
"367535"	4	0	0	0
"537290"	0	0	0	1
"984831"	0	1	0	21
"942852"	0	2	0	0
"988314"	1	6	13	3
"956811"	0	2	0	0
"874750"	0	3	0	0
"813945"	0	1	3	0
"1013670"	0	2	10	3
"532336"	0	0	0	1
"1108289"	2	0	1	4
"574655"	0	0	0	4
"995960"	0	0	0	1
"860929"	0	0	2	0
"543684"	0	0	1	0
"1106617"	54	323	841	510
"754823"	0	1	0	0
"968954"	0	0	2	0
"559527"	0	0	2	52
"1654477"	650	653	1	261
"239951"	0	0	0	2
"830290"	0	6	0	31
"806566"	1	0	0	0
"540982"	104	0	1	26
"697479"	0	2	10	8
"813418"	1	2	16	13
"544847"	20	144	412	167
"544841"	4	14	29	21
"1108308"	0	0	1	0
"1011712"	0	0	1	0
"894928"	0	0	0	4
"337083"	62	982	77	64
"861807"	0	0	0	1
"539213"	0	0	5	0
"805854"	10	0	0	0
"528421"	14	0	0	0
"547396"	1	0	2	0
"940737"	0	1	0	2
"308081"	7	0	0	5
"674655"	5	26	65	26
"209511"	0	8	1	0
"1866742"	2	1	0	12
"1084865"	0	7	2	3
"804735"	0	0	1	0
"1082059"	0	4	3	6
"1097359"	0	0	1	0
"541299"	1	18	48	51
"559613"	0	0	4	1
"532419"	0	0	0	2
"1111944"	0	8	21	9
"836539"	0	0	0	6
"829814"	0	0	0	2
"830688"	0	0	0	1
"1049387"	0	5	15	6
"711803"	0	4	10	4
