""	"AQ1464"	"AQ1513"	"AQ1489"	"AQ1488"
"505587"	1	2	0	0
"563240"	1	2	0	6
"820978"	0	1	0	4
"580743"	0	61	70	0
"740871"	1	1	0	24
"805151"	0	1	0	0
"822354"	0	0	1	0
"589792"	0	4	0	18
"592628"	2	0	0	0
"865469"	2	1	1	4
"1107027"	21	3	0	15
"585419"	0	1	0	0
"1060029"	0	0	0	11
"542066"	0	0	0	1
"759916"	0	0	0	1
"3507733"	0	0	1	7
"1111294"	16	74	1	43
"586458"	0	0	0	5
"217386"	0	1	0	0
"580625"	0	1	0	2
"334459"	1	10	0	6
"154960"	0	4	0	0
"510422"	0	1	0	2
"809486"	0	0	1	0
"248395"	7	7	0	8
"262095"	1	0	0	0
"537290"	0	14	0	0
"984831"	4	2	0	6
"942852"	1	1	0	0
"588659"	0	0	1	0
"1081815"	0	0	0	1
"988314"	3	5	0	10
"4395263"	0	0	0	1
"813945"	0	0	0	3
"183182"	0	0	0	1
"279193"	0	0	0	1
"1108289"	1	0	0	2
"860929"	1	1	0	0
"818181"	0	20	12	0
"716006"	1	5	0	46
"361600"	0	3	0	0
"1106617"	139	304	9	661
"968954"	0	0	0	11
"559527"	0	1	0	22
"1654477"	91	291	0	0
"589547"	0	5	8	0
"1108638"	0	1	0	5
"830290"	1	8	0	9
"1039872"	0	0	0	5
"450209"	1	0	0	0
"540982"	0	31	1	2
"238940"	0	0	0	1
"697479"	0	2	0	13
"813418"	4	13	1	8
"544847"	41	160	5	295
"544841"	2	16	0	27
"271297"	0	0	1	0
"1011712"	1	0	0	0
"894928"	0	7	0	0
"337083"	450	194	0	349
"805854"	7	0	0	0
"133075"	0	4	0	7
"547396"	0	81	239	2
"940737"	0	1	0	1
"308081"	10	2	0	2
"674655"	7	24	0	57
"209511"	0	19	0	8
"974121"	2	7	0	49
"1866742"	0	0	1	0
"388951"	1	0	0	0
"1084865"	12	1	0	29
"804735"	0	0	0	1
"1082059"	0	6	0	0
"541299"	2	10	0	21
"559613"	0	0	0	2
"719367"	0	0	0	2
"2752360"	0	1	0	0
"1111944"	1	9	0	12
"558885"	0	1	0	0
"836539"	0	1	0	0
"829814"	1	2	0	0
"830688"	0	0	0	1
"1049387"	3	10	0	16
"711803"	0	6	0	12
"1082539"	0	8	0	0
"1069816"	1	1	0	0
"1062748"	5	10	0	21
"308309"	7	0	0	5
"4385756"	1	0	0	1
"1108960"	0	0	0	4
"132837"	2	0	0	13
"987760"	1	13	0	18
"836783"	0	1	0	19
"588161"	1	0	0	0
"590218"	0	0	0	1
"666666"	0	4	0	0
"646549"	2	7	0	49
"351979"	0	58	0	0
"9510"	95	2	0	371
