""	"AQ1202"	"AQ1307"	"AQ1045"	"AQ1126"
"563240"	1	0	0	0
"820978"	0	6	0	0
"1086889"	1	0	0	0
"580743"	2	0	0	0
"609982"	3	0	0	0
"740871"	10	0	0	0
"364926"	0	4	0	0
"805151"	0	3	1	0
"589792"	38	0	0	1
"592628"	0	0	0	1
"865469"	3	0	0	0
"1107027"	213	39	0	0
"1111294"	114	75	110	4
"334459"	8	0	5	0
"248648"	2	0	0	0
"1101451"	1	0	0	0
"248395"	8	1	0	2
"262095"	0	41	0	0
"583656"	0	29	0	0
"537290"	0	0	5	0
"984831"	1	0	0	0
"988314"	8	0	0	0
"183182"	2	0	0	0
"589754"	0	1	0	1
"1013670"	2	0	0	1
"1108289"	3	0	1	0
"574655"	0	1	0	0
"818181"	1	0	0	0
"1106617"	175	13	3	22
"968954"	2	0	0	0
"191237"	10	0	0	0
"559527"	7	0	0	0
"1654477"	5	929	1911	1
"830290"	1	0	0	1
"806566"	1	0	0	0
"540982"	0	94	153	0
"813418"	5	0	0	0
"544847"	81	7	2	10
"544841"	3	0	0	0
"337083"	1813	69	320	1222
"805854"	0	8	0	6
"547396"	8	0	0	0
"940737"	1	0	0	0
"903158"	1	0	0	0
"308081"	6	4	4	0
"674655"	12	0	1	1
"209511"	14	0	0	1
"974121"	1	0	0	0
"1866742"	2	0	0	0
"1084865"	1	0	0	0
"829851"	1	0	0	0
"804735"	1	0	0	0
"1082059"	16	0	0	0
"1097359"	1	0	0	0
"541299"	15	2	0	0
"1111944"	1	0	0	0
"558885"	1	0	0	0
"830688"	1	0	0	0
"1049387"	2	0	0	0
"711803"	2	0	0	0
"1062748"	6	0	0	0
"308309"	11	0	2	10
"4385756"	2	22	27	5
"132837"	141	0	0	0
"1107011"	2	0	0	0
"987760"	20	0	0	1
"590218"	1	0	0	1
"666666"	2	0	0	0
"351979"	3	159	240	0
"351976"	67	0	0	2
"580411"	36	0	0	0
"9510"	324	2	0	37
"156357"	3	0	0	0
"768553"	3	3	0	0
"529652"	0	28	0	0
"992510"	36	8	0	1
"807369"	0	0	0	1
"176420"	6	0	0	0
"979107"	0	2	0	0
"889025"	0	1	0	0
"703741"	7	0	1	0
"582379"	0	51	0	0
"543151"	7	0	0	0
"1108275"	2	0	1	0
"160015"	6	0	0	0
"291844"	5	1	7	25
"573035"	22	4	0	3
"590586"	1	0	0	0
"548576"	54	0	4	0
"1106324"	6	0	0	0
"288029"	4	0	0	0
"553623"	1	0	0	0
"591748"	0	1	0	0
"712677"	13	2	0	0
"828483"	346	617	510	1241
"539735"	2	0	0	0
"152229"	2	0	0	0
"667570"	1	1	0	0
"571320"	0	0	0	1
"1016923"	1	0	0	0
"1084952"	1	0	0	0
"433739"	2	0	0	0
"544680"	12	1	0	0
"572889"	264	644	658	2
"1108726"	56	4	4	9
"359750"	5	12	10	18
"538602"	2	0	0	0
"578837"	0	1	0	0
"922761"	0	1	0	0
"1099914"	1	0	0	0
"233981"	0	12	172	0
"563572"	0	1	0	0
"519864"	0	11	0	0
"589040"	0	1	0	0
"27938"	10	0	0	0
"739614"	7	0	0	0
"350697"	4	0	33	0
"648540"	1	0	0	0
"4360168"	1	0	0	0
"1101488"	1	0	0	0
"1083194"	3	0	0	0
"533373"	0	8	9	0
"1051517"	0	1	0	0
"1059729"	0	1	0	0
"1104529"	4	0	2	0
"536986"	0	36	0	56
"792393"	0	12	0	0
"1096738"	0	1	0	0
"1002005"	5	0	1	0
"269774"	8	0	0	0
"706432"	1	0	0	0
"814282"	27	1	2	4
"441265"	0	0	1	0
"New.0.ReferenceOTU246"	1	0	0	0
"New.0.ReferenceOTU587"	7	0	0	0
"New.0.ReferenceOTU584"	3	0	0	1
"New.0.ReferenceOTU782"	1	0	0	0
"New.0.ReferenceOTU347"	8	0	0	0
"New.0.ReferenceOTU138"	6	0	1	0
"New.0.ReferenceOTU265"	1	0	0	1
"New.0.ReferenceOTU58"	0	1	0	0
"New.0.ReferenceOTU727"	3	0	0	0
"New.0.ReferenceOTU791"	39	4	0	1
"New.0.ReferenceOTU445"	1	2	0	4
"New.0.ReferenceOTU453"	2	0	0	1
"New.0.ReferenceOTU100"	17	0	0	0
"New.0.ReferenceOTU428"	3	0	0	1
"New.0.ReferenceOTU216"	6	0	0	0
"New.0.ReferenceOTU358"	1	0	0	0
"New.0.ReferenceOTU359"	3	1	0	0
"New.0.ReferenceOTU411"	4	0	0	0
"New.0.ReferenceOTU41"	2	1	0	0
"New.0.ReferenceOTU43"	41	1	1	0
"New.0.ReferenceOTU323"	1	0	0	0
"New.0.ReferenceOTU739"	0	0	0	1
"New.0.ReferenceOTU103"	2	0	0	0
"New.0.ReferenceOTU745"	0	10	12	0
"New.0.ReferenceOTU329"	1	0	0	0
"New.0.ReferenceOTU168"	0	0	0	1
"New.0.ReferenceOTU161"	6	0	0	0
"New.0.ReferenceOTU680"	0	5	0	3
"New.0.ReferenceOTU357"	2	0	0	0
"New.0.CleanUp.ReferenceOTU1621"	0	20	24	0
"New.0.CleanUp.ReferenceOTU15269"	0	12	32	0
"New.0.CleanUp.ReferenceOTU16366"	28	0	0	0
"New.0.CleanUp.ReferenceOTU19193"	0	885	0	1132
"New.0.CleanUp.ReferenceOTU20164"	0	0	0	1
"New.0.CleanUp.ReferenceOTU22635"	0	18	16	0
"New.0.CleanUp.ReferenceOTU26719"	1	2	0	2
"New.0.CleanUp.ReferenceOTU34183"	0	0	0	1
"New.0.CleanUp.ReferenceOTU41194"	1	0	0	0
"New.0.CleanUp.ReferenceOTU43340"	1	35	55	0
"New.0.CleanUp.ReferenceOTU50341"	0	23	26	0
"New.0.CleanUp.ReferenceOTU102012"	0	0	1	0
"New.0.CleanUp.ReferenceOTU104626"	1	32	49	0
"New.0.CleanUp.ReferenceOTU107099"	2	0	0	0
"New.0.CleanUp.ReferenceOTU108577"	19	4	31	111
"New.0.CleanUp.ReferenceOTU109358"	4	0	0	0
"New.0.CleanUp.ReferenceOTU111110"	1	0	0	0
"New.0.CleanUp.ReferenceOTU111477"	1	33	62	1
"New.0.CleanUp.ReferenceOTU116380"	16	6	18	75
"New.0.CleanUp.ReferenceOTU121273"	1	0	0	0
"New.0.CleanUp.ReferenceOTU125389"	0	19	0	14
"New.0.CleanUp.ReferenceOTU125682"	1	0	0	0
"New.0.CleanUp.ReferenceOTU131470"	0	0	0	34
"New.0.CleanUp.ReferenceOTU138349"	0	25	48	0
"New.0.CleanUp.ReferenceOTU139618"	1	0	0	0
"New.1.ReferenceOTU4"	4	0	0	2
"New.1.ReferenceOTU260"	5	12	5	18
"New.1.ReferenceOTU264"	1	0	0	0
"New.1.ReferenceOTU183"	0	305	0	397
"New.1.ReferenceOTU5"	4	1	0	1
"586093"	1	0	0	0
"692154"	2	0	0	0
"679245"	9	0	0	0
