""	"AQ213"	"AQ240"	"AQ268"
"505587"	0	0	2
"563240"	1	0	0
"580743"	0	0	4
"609982"	2	71	3
"740871"	8	0	0
"364926"	0	0	11
"805151"	9	13	11
"822354"	1	0	1
"1111496"	0	0	24
"589792"	14	0	1
"420127"	0	0	2
"592628"	0	0	16
"865469"	1	2	2
"1107027"	18	343	33
"550936"	0	1	12
"1060029"	0	0	2
"759916"	2	1	7
"592832"	1	0	2
"1111294"	4	18	75
"876170"	0	0	1
"1108208"	2	0	0
"788268"	0	0	1
"359984"	2	0	0
"580625"	0	0	3
"334459"	0	0	4
"248648"	1	0	0
"552922"	2	0	0
"1069592"	1	0	0
"510422"	3	0	1
"809486"	68	0	0
"1101451"	3	0	1
"551969"	0	0	2
"1017181"	3	0	2
"989870"	5	1	1
"262095"	0	0	22
"367535"	2	0	23
"537290"	13	0	1
"984831"	0	1	19
"942852"	0	1	0
"588659"	0	0	6
"540737"	0	0	3
"1081815"	0	0	1
"1088305"	0	0	7
"988314"	15	0	6
"874750"	0	0	1
"813945"	0	0	1
"4307652"	0	0	1
"555715"	0	0	3
"587912"	0	0	3
"589754"	0	0	4
"1013670"	0	0	3
"812496"	0	0	14
"279193"	1	0	0
"1108289"	6	1	16
"574655"	0	0	2
"995960"	3	0	0
"465989"	0	0	1
"37948"	1	0	0
"818181"	2	1	6
"716006"	3	0	0
"1106617"	128	19	41
"894774"	0	0	1
"787709"	0	0	1
"968954"	0	0	3
"545445"	0	0	1
"191237"	1	0	0
"1654477"	37	335	333
"589547"	1	0	1
"806566"	0	0	2
"1083037"	0	0	1
"540982"	8	0	89
"697479"	1	0	0
"544847"	5	1	2
"271297"	20	0	0
"1011712"	0	0	6
"337083"	2	211	74
"861807"	0	0	1
"539213"	0	1	1
"805854"	1698	484	1
"547396"	2	1	1
"940737"	0	0	1
"903158"	0	0	1
"308081"	0	19	11
"209511"	3	0	1
"1866742"	0	4	0
"388951"	1	0	0
"566062"	0	0	4
"297672"	1375	0	0
"1084865"	0	0	42
"1009362"	0	1	3
"1082059"	17	0	0
"1097359"	0	0	5
"276149"	0	0	1
"780788"	3	0	0
"97361"	2	0	0
"719367"	0	0	2
"541086"	2	0	0
"558885"	2	0	2
"829814"	2	0	0
"1082539"	0	0	2
"593209"	1	0	0
"584109"	1	0	1
"308309"	0	7	3
"4385756"	0	3	2
"1108960"	0	0	1
"833317"	1	1	2
"132837"	0	98	11
"1107011"	0	1	21
"845561"	2	0	0
"987760"	71	3	43
"1044436"	0	2	4
"588161"	0	0	1
"588165"	2	0	0
"590218"	2	0	0
"579608"	0	0	6
"646549"	1	0	2
"902334"	1	51	20
"351979"	25	329	77
"403068"	0	0	1
"941487"	0	2	0
"503387"	0	0	2
"9510"	0	235	53
"156357"	28	0	0
"768553"	0	2	0
"529652"	0	0	12
"992510"	16	0	6
"128390"	0	0	6
"933546"	0	0	3
"807369"	0	3	10
"1020605"	0	1	0
"176420"	0	0	1
"979107"	0	0	1
"889025"	0	0	1
"703741"	0	0	2
"582379"	5	1	7
"543151"	8	0	0
"1108275"	0	0	2
"153687"	1	0	0
"1834768"	0	0	1
"160015"	0	4	0
"291844"	0	4	2
"156145"	0	0	1
"573035"	332	52	228
"590586"	0	1	0
"900973"	0	0	1
"548576"	84	2	2
"1106324"	4	0	0
"239345"	13	0	0
"553623"	0	0	1
"591748"	0	0	4
"828483"	35	68	123
"539735"	0	0	1
"152229"	6	0	0
"535375"	0	0	46
"667570"	0	0	2
"571320"	1	0	0
"1084952"	1	0	1
"1078248"	0	0	1
"544680"	0	116	1
"1011088"	1	0	3
"807522"	0	0	1
"1111582"	0	0	1
"572889"	12	1136	291
"446403"	0	0	7
"1107128"	0	0	5
"1108726"	5	1	4
"990864"	0	0	4
"359750"	0	4	2
"538602"	3	3	55
"530833"	0	1	0
"544313"	4	0	0
"1047041"	0	0	2
"570385"	8	0	1
"593997"	0	0	2
"1033018"	0	0	3
"570444"	0	0	20
"922761"	6	0	6
"777466"	3	0	0
"1099914"	0	0	2
"233981"	114	0	13
"563572"	21	2	3
"581231"	0	0	1
"1011954"	0	0	1
"1565317"	0	0	1
"519864"	2	0	0
"582018"	0	0	1
