""	"AQ1461"	"AQ1514"	"AQ1516"	"AQ1437"
"505587"	0	2	0	0
"563240"	5	2	6	0
"820978"	0	0	0	402
"1086889"	0	3	0	0
"1076969"	7	0	0	0
"580743"	1	0	0	0
"609982"	2	2	0	0
"740871"	2	1	0	0
"364926"	0	0	0	5
"805151"	4	0	0	3
"612706"	1	0	0	0
"439036"	1	0	0	0
"939892"	0	1	0	0
"589792"	9	14	1	0
"592628"	2	1	0	0
"1077373"	0	0	1	0
"873887"	2	0	0	0
"369064"	0	5	1	0
"1107027"	0	29	0	0
"539305"	3	0	0	0
"4428164"	5	0	0	0
"932696"	3	0	0	0
"1060029"	0	18	0	0
"542066"	0	1	1	0
"759916"	0	3	3	0
"1111294"	96	127	69	45
"580625"	0	4	5	0
"334459"	16	15	7	3
"435928"	5	0	0	0
"1101451"	1	0	0	0
"248395"	33	16	23	0
"503174"	0	1	0	0
"262095"	1	0	0	24
"583656"	0	0	0	6
"367535"	0	0	0	1
"537290"	14	0	0	0
"984831"	0	1	0	0
"942852"	1	1	5	0
"588659"	1	0	1	0
"1088305"	0	5	0	0
"988314"	3	0	2	0
"279204"	0	3	0	0
"510174"	0	0	1	0
"587912"	0	0	2	0
"1013670"	1	4	0	0
"532336"	0	1	0	0
"279193"	2	0	0	0
"1108289"	3	7	8	0
"574655"	0	0	2	0
"860929"	0	0	1	0
"361600"	3	1	0	0
"1106617"	934	448	441	12
"559527"	1	6	0	0
"1654477"	350	1	68	416
"830290"	1	1	1	0
"806566"	0	0	1	0
"450209"	0	1	0	0
"108049"	0	2	0	0
"540982"	43	0	0	125
"1082607"	1	0	0	0
"697479"	8	6	2	0
"813418"	19	10	6	0
"544847"	320	187	245	6
"544841"	49	22	12	1
"271297"	1	0	0	0
"894928"	1	0	0	0
"337083"	135	455	240	32
"805854"	0	0	4	3
"528421"	0	0	0	4
"547396"	15	0	7	0
"940737"	1	0	0	0
"308081"	1	3	9	24
"674655"	58	28	35	3
"209511"	4	7	0	1
"974121"	0	1	0	0
"1866742"	0	14	0	0
"566062"	0	1	0	0
"1084865"	15	3	1	0
"829851"	3	3	0	0
"1009362"	0	3	0	0
"1082059"	7	7	0	0
"1097359"	3	0	0	0
"541299"	42	23	39	3
"559613"	4	0	0	0
"780788"	0	2	0	0
"719367"	1	0	0	0
"532419"	1	0	0	0
"2752360"	5	1	0	0
"1111944"	25	5	5	0
"829814"	7	1	0	0
"1049387"	8	8	3	0
"711803"	12	13	3	0
"1062748"	30	15	9	0
"308309"	0	3	5	0
"4385756"	0	2	0	17
"1108960"	3	4	0	0
"132837"	2	200	11	0
"987760"	108	4	4	3
"585648"	1	0	0	0
"547808"	2	0	0	0
"179845"	0	1	0	0
"590218"	0	1	0	1
"666666"	1	0	0	0
"646549"	5	2	0	0
"351979"	127	0	0	131
"351976"	0	6	0	0
"403068"	0	4	0	0
"503387"	0	1	0	0
"9510"	0	47	7	8
"156357"	0	595	0	1
"768553"	0	0	1	0
"529652"	0	0	0	9
"992510"	202	84	77	10
"933546"	0	1	0	0
"822419"	0	0	2	0
"889025"	2	0	0	0
"703741"	0	2	0	0
"582379"	0	0	0	17
"823476"	0	1	0	0
"543151"	0	3	0	0
"1108275"	8	5	0	0
"1834768"	0	0	1	0
"291844"	1	5	2	0
"573035"	108	53	69	4
"590586"	0	1	0	0
"548576"	6	4	3	0
"1106324"	26	14	6	2
"4342113"	1	0	1	0
"712677"	0	3	1	0
"828483"	69	236	324	1832
"539735"	5	5	0	0
"580495"	1	0	0	0
"667570"	3	0	1	1
"571320"	0	4	89	0
"1084952"	2	0	0	0
"544680"	11	65	0	0
"1111582"	0	2	3	0
"572889"	177	355	241	346
